predicted,original,index
179.08498007537332,208,0
12.371396234422356,2,1
401.29313031156573,440,2
193.0277602624149,213,3
156.58460486452395,158,4
286.86997528385024,342,5
109.09055491676723,156,6
143.04366523614718,165,7
308.6455563186032,282,8
110.36187959228275,150,9
168.49409059142917,179,10
98.58293289130683,145,11
42.203129803046515,38,12
2.011594612071727,10,13
-6.773972373235099,3,14
80.7027880849858,129,15
167.65231234683452,135,16
-10.698019549125146,2,17
68.86688518173771,24,18
236.9439124537514,239,19
367.4577889155809,421,20
90.56695102753329,56,21
56.85657983439124,47,22
112.15508427317764,153,23
18.30292611184996,9,24
171.00592625459478,197,25
532.9424893708806,514,26
96.32925521137051,91,27
166.66835767529062,151,28
242.53970220040344,31,29
126.96999368415831,123,30
6.886127270198138,20,31
128.04913268033985,220,32
45.39190718397364,40,33
140.3385887817772,152,34
162.91546735114207,144,35
107.10922549500393,156,36
399.57601342239013,402,37
710.6068172001211,738,38
500.67440797233843,528,39
34.55669721445653,31,40
163.9018443322503,183,41
182.15149172625615,248,42
127.28149272124779,151,43
371.0967917847116,334,44
260.94561117121987,229,45
281.947658345217,231,46
197.6681165190903,130,47
244.16145283049363,213,48
169.7221774296276,141,49
313.0886399910081,301,50
82.57115313760274,23,51
336.5835782157384,455,52
86.20340963287236,33,53
9.643950129991993,6,54
310.6288155493069,369,55
88.94917247450223,48,56
197.36197463616787,192,57
117.95906093747611,131,58
19.694354545125456,20,59
15.477268136727918,21,60
308.9567416192655,350,61
-10.242715742532662,3,62
335.5287590847819,368,63
190.831457709116,199,64
194.13592326478317,222,65
12.59540098184992,15,66
94.92224200265407,79,67
124.98606330049304,115,68
44.62554646033512,29,69
147.52677622762215,155,70
185.58325838897608,157,71
92.36723170813809,67,72
190.31812253522,217,73
12.791036571349554,8,74
76.57713718600303,69,75
131.24304192584896,90,76
45.93994641083873,36,77
9.237594918862644,14,78
-12.683632671917533,9,79
-6.336821736799349,3,80
208.60157326739034,82,81
243.37469950021836,346,82
82.15846093404973,134,83
100.90280481123061,73,84
48.537787068004995,57,85
66.92447232397085,108,86
207.09896246842763,217,87
384.9144120003531,365,88
79.52426061759515,98,89
579.8842032970493,556,90
258.9752282817593,346,91
97.6458563248955,102,92
27.428073342277806,6,93
96.8896952254881,69,94
46.11976950799119,52,95
191.728433540036,181,96
42.87695494206008,24,97
60.18881816011927,60,98
257.8109699835271,241,99
42.12371138508118,16,100
56.636202489311955,64,101
150.8700161441667,177,102
254.98376224771442,297,103
130.23014055981918,25,104
275.7177017257862,247,105
150.1816298129096,80,106
469.76254922042915,503,107
200.60540244754242,197,108
100.20118248123465,20,109
131.14221335772837,145,110
803.5643716456665,857,111
207.06870127815745,222,112
72.28181799221097,90,113
306.48209000611484,275,114
196.14690054356592,213,115
370.6580078854208,522,116
287.936322209805,254,117
87.76145779567742,82,118
70.99831882215778,27,119
175.78987932479177,157,120
134.45769013698813,136,121
119.09473167450903,149,122
70.5711164535033,26,123
